report_id,company_name,industry,sub_industry,scope_key,total_pages,method,ablation,total_process_runtime_seconds,total_tokens,model,api_cost_aud_est
fbef90a1-0131-4707-a4cd-39be8c15b96c,Sustainability Report 2023,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Solar Technology & Project Developers,74,M1,A4,3.758024538000427,0,gpt-5.2-2025-12-11,0.0
b5ea1eac-abad-4813-b4d6-7819c41f3e99,esg-focus-for-investors-february-2026,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,83,M1,A4,1.954939401000047,0,gpt-5.2-2025-12-11,0.0
3498d583-cb5c-408b-9f1a-edd4cc5fc285,ireland-gender-pay-gap-report-2025,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,9,M1,A5,190.4840212749996,96298,gpt-5.2-2025-12-11,0.9629800000000001
093f2d23-5f2f-47b9-9ea3-ff36920ac675,Woolworths Group 2024 Sustainability Report,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,40,M1,A5,151.25543605699932,109229,gpt-5.2-2025-12-11,1.09229
33a8702e-b1ec-44c7-9049-dbb1cef33eef,Sustainability_Report_2024,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,68,M1,A5,137.603574028999,100916,gpt-5.2-2025-12-11,1.00916
33a8702e-b1ec-44c7-9049-dbb1cef33eef,Sustainability_Report_2024,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,68,M1,A5,130.98736811900017,100709,gpt-5.2-2025-12-11,1.00709
abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,P&G esg 2024,Consumer Goods,Household & Personal Products,Household & Personal Products,47,M1,A5,105.00680743699922,51657,gpt-5.2-2025-12-11,0.51657
08b5581b-befd-4bfd-b226-b24c23a7081e,APA-2024SustainabilityReport,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,86,M1,A5,151.10121886399975,88793,gpt-5.2-2025-12-11,0.8879300000000001
1164cec7-2dcd-4a89-b630-14245bcd9e62,NextEra Energy Sustainability Report 2024,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,72,M1,A5,103.02285771900095,65865,gpt-5.2-2025-12-11,0.65865
33c8ed39-f506-4444-aff7-6b1f78c0f5cf,esg-environment-social-governance-basf-ar23,Resource Transformation,Chemicals,Chemicals,67,M1,A5,210.540633401999,95065,gpt-5.2-2025-12-11,0.95065
0b36f1a6-d283-4aad-bc37-807347214057,2025-ALS-Sustainability-Report,Resource Transformation,Industrial Machinery & Goods,Industrial Machinery & Goods,136,M1,A5,119.38071484200007,57532,gpt-5.2-2025-12-11,0.5753199999999999
fbef90a1-0131-4707-a4cd-39be8c15b96c,Sustainability Report 2023,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Solar Technology & Project Developers,74,M1,A5,184.48903349600005,77337,gpt-5.2-2025-12-11,0.77337
b5ea1eac-abad-4813-b4d6-7819c41f3e99,esg-focus-for-investors-february-2026,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,83,M1,A5,98.47391896500083,34850,gpt-5.2-2025-12-11,0.34850000000000003
2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,Sustainability_Profile_2024,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,58,M1,A5,155.2058999059991,87111,gpt-5.2-2025-12-11,0.87111
11fc0e9f-9146-44fc-bb91-f41402325ee0,Starbucks-Fiscal-2024-Global-Impact-Report,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,54,M1,A5,199.65561235600035,82640,gpt-5.2-2025-12-11,0.8264
ea2ee64e-de07-42e1-86ed-196596d84555,McDonalds_PurposeImpact_ProgressReport_2024_2025,Food & Beverage,Restaurants,Restaurants,49,M1,A5,239.6506871239999,112546,gpt-5.2-2025-12-11,1.1254600000000001
09e9db8c-998b-46b0-b786-4b61f157e65d,SHL_Sustainability-Report_2025,Health Care,Medical Equipment & Supplies,Medical Equipment & Supplies,172,M1,A5,139.33469291999972,77653,gpt-5.2-2025-12-11,0.77653
a92a8494-9b24-4a8d-b43a-7f484319937b,rhc_2025_impact_report,Health Care,Health Care Delivery,Health Care Delivery,55,M1,A5,304.15894245100026,166006,gpt-5.2-2025-12-11,1.66006
d0546854-e331-4ec6-b1db-ade1e55f106d,Hearing-Australia-FY24-ESG-Sustainability-Report,Health Care,Health Care Delivery,Health Care Delivery,32,M1,A5,254.32646399299847,102758,gpt-5.2-2025-12-11,1.02758
0f329818-5c69-4f81-9dc2-a31415212f86,MCG esg 2024,Financials,Investment Banking & Brokerage,Investment Banking & Brokerage,21,M1,A5,176.43711157299913,77282,gpt-5.2-2025-12-11,0.77282
01973963-c558-4fee-8571-257caa21c8b1,DBS_SR2024,Financials,Commercial Banks,Commercial Banks,121,M1,A5,207.0339918619993,123562,gpt-5.2-2025-12-11,1.23562
67c29e71-5024-4a1c-9452-d44fba2f6ce0,Allianz-SE-Sustainability-Report-2024-short-version,Financials,Insurance,Insurance,28,M1,A5,167.45341954200012,71498,gpt-5.2-2025-12-11,0.7149800000000001
106c05b9-8088-4a05-b281-694c146c91d0,newmont-2024-sustainability-report,Extractives & Minerals Processing,Metals & Mining,Metals & Mining,112,M1,A5,412.7984341320007,206818,gpt-5.2-2025-12-11,2.0681800000000004
f23f7eb1-1f50-4558-b917-a2eed5198550,2024-sustainability-report-lundin-mining,Extractives & Minerals Processing,Metals & Mining,Metals & Mining,87,M1,A5,419.3529414539989,200329,gpt-5.2-2025-12-11,2.0032900000000002
db6ecf05-1269-4e92-9b3b-eb2f2baad9e0,delltechnologies-fy24-esg-report,Technology & Communications,Hardware,Hardware,116,M1,A5,80.90997130899996,52448,gpt-5.2-2025-12-11,0.5244800000000001
307280f5-f615-4b1a-ae47-c0f04eb55bf6,maersk-sustainability-report-2023,Transportation,Marine Transportation,Marine Transportation,65,M1,A5,165.49114555899905,229804,gpt-5.2-2025-12-11,2.29804
0a14ecd9-9f0f-4ff3-80e1-19cca1198a7e,FY2025-Environmental-Performance-Summary,Services,Professional & Commercial Services,Professional & Commercial Services,28,M1,A5,111.740357794999,72609,gpt-5.2-2025-12-11,0.72609
85a058fe-f0c4-492c-a0c0-7a2bbcae74d7,accenture-environmental-metrics-report-2025,Services,Professional & Commercial Services,Professional & Commercial Services,16,M1,A5,101.0203425969994,59860,gpt-5.2-2025-12-11,0.5986
f25a601b-2967-4668-8345-15d9e7555cab,2025-Microsoft-Environmental-Sustainability-Report-PDF,Technology & Communications,Software & IT Services,Software & IT Services,90,M1,A5,192.35048742800063,93695,gpt-5.2-2025-12-11,0.93695
848186d8-7a5e-42ce-b587-698c5e71533f,Apple_Environmental_Progress_Report_2025,Technology & Communications,Hardware,Hardware,126,M1,A5,80.5094526569992,35321,gpt-5.2-2025-12-11,0.35320999999999997
897a33de-edbe-45aa-a425-31297df747c4,QAN_2024_Sustainability_Report,Transportation,Airlines,Airlines,92,M1,A5,102.2901408510006,57447,gpt-5.2-2025-12-11,0.57447
1d223dc1-ae3e-4c78-83e0-0a1329e528e0,bmw esg 2024,Transportation,Automobiles,Automobiles,19,M1,A5,107.0960564830002,46328,gpt-5.2-2025-12-11,0.46328
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A2,307.154711121,98814,gpt-5.2-2025-12-11,0.9881399999999999
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A0,209.56267655200008,99538,gpt-5.2-2025-12-11,0.99538
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A1,203.10838475599985,99729,gpt-5.2-2025-12-11,0.99729
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A3,7.754997855000056,0,gpt-5.2-2025-12-11,0.0
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A4,9.274292045000038,0,gpt-5.2-2025-12-11,0.0
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A0,202.120887478,98674,gpt-5.2-2025-12-11,0.9867400000000001
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A5,196.12370442600013,99612,gpt-5.2-2025-12-11,0.99612
be1ce70f-1190-4da6-9d5d-a3723294a01a,20260415_040307_be1ce70f-1190-4da6-9d5d-a3723294a01a,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M0,,292.8852957899999,1640140,gpt-5.2-2025-12-11,16.401400000000002
1d223dc1-ae3e-4c78-83e0-0a1329e528e0,bmw esg 2024,Transportation,Automobiles,Automobiles,19,M1,A0,174.3920500109998,58382,claude-opus-4-6,0.58382
897a33de-edbe-45aa-a425-31297df747c4,QAN_2024_Sustainability_Report,Transportation,Airlines,Airlines,92,M1,A0,131.34682449200045,70152,claude-opus-4-6,0.70152
307280f5-f615-4b1a-ae47-c0f04eb55bf6,maersk-sustainability-report-2023,Transportation,Marine Transportation,Marine Transportation,65,M1,A0,242.62726456699968,265492,claude-opus-4-6,2.65492
848186d8-7a5e-42ce-b587-698c5e71533f,Apple_Environmental_Progress_Report_2025,Technology & Communications,Hardware,Hardware,126,M1,A0,95.37536436499975,42748,claude-opus-4-6,0.42747999999999997
f25a601b-2967-4668-8345-15d9e7555cab,2025-Microsoft-Environmental-Sustainability-Report-PDF,Technology & Communications,Software & IT Services,Software & IT Services,90,M1,A0,249.78023365099943,114147,claude-opus-4-6,1.14147
85a058fe-f0c4-492c-a0c0-7a2bbcae74d7,accenture-environmental-metrics-report-2025,Services,Professional & Commercial Services,Professional & Commercial Services,16,M1,A0,135.71105201199953,72349,claude-opus-4-6,0.7234900000000001
0a14ecd9-9f0f-4ff3-80e1-19cca1198a7e,FY2025-Environmental-Performance-Summary,Services,Professional & Commercial Services,Professional & Commercial Services,28,M1,A0,139.41951883300044,89008,claude-opus-4-6,0.89008
db6ecf05-1269-4e92-9b3b-eb2f2baad9e0,delltechnologies-fy24-esg-report,Technology & Communications,Hardware,Hardware,116,M1,A0,114.77918393899928,63040,claude-opus-4-6,0.6304
f23f7eb1-1f50-4558-b917-a2eed5198550,2024-sustainability-report-lundin-mining,Extractives & Minerals Processing,Metals & Mining,Metals & Mining,87,M1,A0,544.6967841589994,243740,claude-opus-4-6,2.4374000000000002
106c05b9-8088-4a05-b281-694c146c91d0,newmont-2024-sustainability-report,Extractives & Minerals Processing,Metals & Mining,Metals & Mining,112,M1,A0,544.0162705389994,250865,claude-opus-4-6,2.5086500000000003
67c29e71-5024-4a1c-9452-d44fba2f6ce0,Allianz-SE-Sustainability-Report-2024-short-version,Financials,Insurance,Insurance,28,M1,A0,200.66648883999915,86285,claude-opus-4-6,0.86285
0f329818-5c69-4f81-9dc2-a31415212f86,MCG esg 2024,Financials,Investment Banking & Brokerage,Investment Banking & Brokerage,21,M1,A0,206.9346998280016,94303,claude-opus-4-6,0.94303
d0546854-e331-4ec6-b1db-ade1e55f106d,Hearing-Australia-FY24-ESG-Sustainability-Report,Health Care,Health Care Delivery,Health Care Delivery,32,M1,A0,301.86537043499993,127517,claude-opus-4-6,1.27517
a92a8494-9b24-4a8d-b43a-7f484319937b,rhc_2025_impact_report,Health Care,Health Care Delivery,Health Care Delivery,55,M1,A0,374.9804346060009,203305,claude-opus-4-6,2.0330500000000002
09e9db8c-998b-46b0-b786-4b61f157e65d,SHL_Sustainability-Report_2025,Health Care,Medical Equipment & Supplies,Medical Equipment & Supplies,172,M1,A0,174.89573322100114,92884,claude-opus-4-6,0.92884
ea2ee64e-de07-42e1-86ed-196596d84555,McDonalds_PurposeImpact_ProgressReport_2024_2025,Food & Beverage,Restaurants,Restaurants,49,M1,A0,290.31244024899934,137842,claude-opus-4-6,1.3784200000000002
11fc0e9f-9146-44fc-bb91-f41402325ee0,Starbucks-Fiscal-2024-Global-Impact-Report,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,54,M1,A0,252.2103405229991,101848,claude-opus-4-6,1.01848
2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,Sustainability_Profile_2024,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,58,M1,A0,183.33532577500048,104514,claude-opus-4-6,1.04514
b5ea1eac-abad-4813-b4d6-7819c41f3e99,esg-focus-for-investors-february-2026,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,83,M1,A0,111.5875004210011,43309,claude-opus-4-6,0.43309
fbef90a1-0131-4707-a4cd-39be8c15b96c,Sustainability Report 2023,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Solar Technology & Project Developers,74,M1,A0,228.58003013899904,94286,claude-opus-4-6,0.94286
0b36f1a6-d283-4aad-bc37-807347214057,2025-ALS-Sustainability-Report,Resource Transformation,Industrial Machinery & Goods,Industrial Machinery & Goods,136,M1,A0,145.7714859940006,70532,claude-opus-4-6,0.70532
1164cec7-2dcd-4a89-b630-14245bcd9e62,NextEra Energy Sustainability Report 2024,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,72,M1,A0,137.1354308280006,78662,claude-opus-4-6,0.7866200000000001
08b5581b-befd-4bfd-b226-b24c23a7081e,APA-2024SustainabilityReport,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,86,M1,A0,184.63369057899945,105305,claude-opus-4-6,1.05305
abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,P&G esg 2024,Consumer Goods,Household & Personal Products,Household & Personal Products,47,M1,A0,128.04760462800004,62038,claude-opus-4-6,0.6203799999999999
33a8702e-b1ec-44c7-9049-dbb1cef33eef,Sustainability_Report_2024,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,68,M1,A0,181.9627367690009,116551,claude-opus-4-6,1.16551
093f2d23-5f2f-47b9-9ea3-ff36920ac675,Woolworths Group 2024 Sustainability Report,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,40,M1,A0,181.16809784199904,125110,claude-opus-4-6,1.2511
3498d583-cb5c-408b-9f1a-edd4cc5fc285,ireland-gender-pay-gap-report-2025,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,9,M1,A0,203.6373288609975,111546,claude-opus-4-6,1.1154600000000001
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A0,273.6685569750007,118163,claude-opus-4-6,1.18163
01973963-c558-4fee-8571-257caa21c8b1,DBS_SR2024,Financials,Commercial Banks,Commercial Banks,121,M1,A0,198.29516569500083,122075,claude-opus-4-6,1.22075
d0546854-e331-4ec6-b1db-ade1e55f106d,Hearing-Australia-FY24-ESG-Sustainability-Report,Health Care,Health Care Delivery,Health Care Delivery,32,M1,A0,266.6437062269997,103102,claude-opus-4-6,1.03102
a92a8494-9b24-4a8d-b43a-7f484319937b,rhc_2025_impact_report,Health Care,Health Care Delivery,Health Care Delivery,55,M1,A0,284.27275542500047,162132,claude-opus-4-6,1.62132
09e9db8c-998b-46b0-b786-4b61f157e65d,SHL_Sustainability-Report_2025,Health Care,Medical Equipment & Supplies,Medical Equipment & Supplies,172,M1,A0,123.64907284499986,77075,claude-opus-4-6,0.77075
ea2ee64e-de07-42e1-86ed-196596d84555,McDonalds_PurposeImpact_ProgressReport_2024_2025,Food & Beverage,Restaurants,Restaurants,49,M1,A0,226.7597655059999,114344,claude-opus-4-6,1.14344
11fc0e9f-9146-44fc-bb91-f41402325ee0,Starbucks-Fiscal-2024-Global-Impact-Report,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,54,M1,A0,187.6949220049992,82136,claude-opus-4-6,0.82136
2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,Sustainability_Profile_2024,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,58,M1,A0,155.07146572500005,88721,claude-opus-4-6,0.88721
b5ea1eac-abad-4813-b4d6-7819c41f3e99,esg-focus-for-investors-february-2026,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,83,M1,A0,92.7184276730004,35311,claude-opus-4-6,0.35311
fbef90a1-0131-4707-a4cd-39be8c15b96c,Sustainability Report 2023,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Solar Technology & Project Developers,74,M1,A0,186.13642193800024,78291,claude-opus-4-6,0.78291
0b36f1a6-d283-4aad-bc37-807347214057,2025-ALS-Sustainability-Report,Resource Transformation,Industrial Machinery & Goods,Industrial Machinery & Goods,136,M1,A0,117.66883378500006,58013,claude-opus-4-6,0.58013
33c8ed39-f506-4444-aff7-6b1f78c0f5cf,esg-environment-social-governance-basf-ar23,Resource Transformation,Chemicals,Chemicals,67,M1,A0,211.1197585509999,96073,claude-opus-4-6,0.96073
1164cec7-2dcd-4a89-b630-14245bcd9e62,NextEra Energy Sustainability Report 2024,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,72,M1,A0,94.13947686699976,66938,claude-opus-4-6,0.6693800000000001
08b5581b-befd-4bfd-b226-b24c23a7081e,APA-2024SustainabilityReport,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,86,M1,A0,145.4223268259993,89363,claude-opus-4-6,0.89363
abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,P&G esg 2024,Consumer Goods,Household & Personal Products,Household & Personal Products,47,M1,A0,100.81987381,51981,claude-opus-4-6,0.51981
33a8702e-b1ec-44c7-9049-dbb1cef33eef,Sustainability_Report_2024,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,68,M1,A0,134.52978011100095,101278,claude-opus-4-6,1.01278
093f2d23-5f2f-47b9-9ea3-ff36920ac675,Woolworths Group 2024 Sustainability Report,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,40,M1,A0,136.79571112600024,108492,claude-opus-4-6,1.08492
3498d583-cb5c-408b-9f1a-edd4cc5fc285,ireland-gender-pay-gap-report-2025,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,9,M1,A0,168.74911222900118,88450,claude-opus-4-6,0.8845000000000001
be1ce70f-1190-4da6-9d5d-a3723294a01a,bp-sustainability-report-2024,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,Oil & Gas – Refining & Marketing,53,M1,A0,217.85139478300152,98491,claude-opus-4-6,0.9849100000000001
0f329818-5c69-4f81-9dc2-a31415212f86,MCG esg 2024,Financials,Investment Banking & Brokerage,Investment Banking & Brokerage,21,M1,A0,189.0125002929999,78321,claude-opus-4-6,0.78321
01973963-c558-4fee-8571-257caa21c8b1,DBS_SR2024,Financials,Commercial Banks,Commercial Banks,121,M1,A0,207.137835476,120616,gpt-5.2-2025-12-11,1.2061600000000001
08b5581b-befd-4bfd-b226-b24c23a7081e,APA-2024SustainabilityReport,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,86,M1,A0,157.02468931400006,89362,gpt-5.2-2025-12-11,0.89362
093f2d23-5f2f-47b9-9ea3-ff36920ac675,Woolworths Group 2024 Sustainability Report,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,40,M1,A0,144.06598176599994,106273,gpt-5.2-2025-12-11,1.06273
09e9db8c-998b-46b0-b786-4b61f157e65d,SHL_Sustainability-Report_2025,Health Care,Medical Equipment & Supplies,Medical Equipment & Supplies,172,M1,A0,141.31320344000005,83467,gpt-5.2-2025-12-11,0.83467
0b36f1a6-d283-4aad-bc37-807347214057,2025-ALS-Sustainability-Report,Resource Transformation,Industrial Machinery & Goods,Industrial Machinery & Goods,136,M1,A0,130.729631273,58400,gpt-5.2-2025-12-11,0.584
1164cec7-2dcd-4a89-b630-14245bcd9e62,NextEra Energy Sustainability Report 2024,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,72,M1,A0,100.2071277550001,67360,gpt-5.2-2025-12-11,0.6736
11fc0e9f-9146-44fc-bb91-f41402325ee0,Starbucks-Fiscal-2024-Global-Impact-Report,Food & Beverage,Non-Alcoholic Beverages,Non-Alcoholic Beverages,54,M1,A0,201.81423143300003,83319,gpt-5.2-2025-12-11,0.8331900000000001
33a8702e-b1ec-44c7-9049-dbb1cef33eef,Sustainability_Report_2024,Consumer Goods,Multiline and Specialty Retailers & Distributors,Multiline and Specialty Retailers & Distributors,68,M1,A0,154.13958492999973,100010,gpt-5.2-2025-12-11,1.0001
2be9d6e7-65c4-4bf0-a930-9dabb1957ba0,Sustainability_Profile_2024,Infrastructure,Gas Utilities & Distributors,Gas Utilities & Distributors,58,M1,A0,165.86858253600076,88261,gpt-5.2-2025-12-11,0.88261
33c8ed39-f506-4444-aff7-6b1f78c0f5cf,esg-environment-social-governance-basf-ar23,Resource Transformation,Chemicals,Chemicals,67,M1,A0,233.7421307980003,96272,gpt-5.2-2025-12-11,0.9627200000000001
a92a8494-9b24-4a8d-b43a-7f484319937b,rhc_2025_impact_report,Health Care,Health Care Delivery,Health Care Delivery,55,M1,A0,304.9007098129987,167580,gpt-5.2-2025-12-11,1.6758000000000002
abfbf9ad-f8c0-4ea1-9cab-3ba8c10691ad,P&G esg 2024,Consumer Goods,Household & Personal Products,Household & Personal Products,47,M1,A0,112.20609805799904,52251,gpt-5.2-2025-12-11,0.52251
b5ea1eac-abad-4813-b4d6-7819c41f3e99,esg-focus-for-investors-february-2026,Renewable Resources & Alternative Energy,Wind Technology & Project Developers,Wind Technology & Project Developers,83,M1,A0,102.77356240500012,35458,gpt-5.2-2025-12-11,0.35458
d0546854-e331-4ec6-b1db-ade1e55f106d,Hearing-Australia-FY24-ESG-Sustainability-Report,Health Care,Health Care Delivery,Health Care Delivery,32,M1,A0,279.4032225289993,103608,gpt-5.2-2025-12-11,1.0360800000000001
ea2ee64e-de07-42e1-86ed-196596d84555,McDonalds_PurposeImpact_ProgressReport_2024_2025,Food & Beverage,Restaurants,Restaurants,49,M1,A0,254.67637124599787,113427,gpt-5.2-2025-12-11,1.1342700000000001
fbef90a1-0131-4707-a4cd-39be8c15b96c,Sustainability Report 2023,Renewable Resources & Alternative Energy,Solar Technology & Project Developers,Solar Technology & Project Developers,74,M1,A0,203.06268898399867,77530,gpt-5.2-2025-12-11,0.7753
